name,platform,coop_players,has_pvp,year,genre,free2play,url
Captain of Industry Alpha Edition,PC;PS4;Xbox;Switch,Many,No,2000,Strategy;Turn-Based,No,https://example.com/games/captain-of-industry-alpha-edition
Counter-Strike Omega Edition 5,PC;PS5,8,No,2026,Grand Strategy;Strategy,No,https://example.com/games/counter-strike-omega-edition-5
System Shock Final Edition,PC;Switch,,No,2015,Shooter;Action,No,https://example.com/games/system-shock-final-edition
Stronghold Physical Edition,PC;PS4;Xbox;Switch,6,No,2007,Racing,No,https://example.com/games/stronghold-physical-edition
No Man's Sky Final Edition,PS5;Xbox,,No,2024,Sandbox,Yes,https://example.com/games/no-man-s-sky-final-edition
Front Mission Alternative Ultimate Edition,PC;Xbox,,No,2013,Battle Royale;Shooter,No,https://example.com/games/front-mission-alternative-ultimate-edition
Armored Core 2,PC;PS5;Xbox;Switch,,Yes,2000,Puzzle;Adventure,No,https://example.com/games/armored-core-2
Inside Alpha Edition,PC;PS5;Xbox;Switch,,Yes,2003,MOBA;Strategy,No,https://example.com/games/inside-alpha-edition
Last Bible Limited Edition,PC;Switch,2,No,2021,Grand Strategy;Strategy,No,https://example.com/games/last-bible-limited-edition
Daemon X Machina Final Edition,PC;Xbox,,No,2009,Simulation;Sandbox,No,https://example.com/games/daemon-x-machina-final-edition
Civilization Standard Edition,PS5;Xbox,,Yes,2007,Strategy;RTS,No,https://example.com/games/civilization-standard-edition
Seven Deadly Sins Beta Edition,PC;PS4;Xbox,3,No,2004,Casual;Party,No,https://example.com/games/seven-deadly-sins-beta-edition
Iron Harvest Omega Edition 4,PS5;Xbox,2,No,2004,MOBA;Strategy,Yes,https://example.com/games/iron-harvest-omega-edition-4
Chorus Standard Edition,PC;Xbox,,No,2003,Shooter;RPG,Yes,https://example.com/games/chorus-standard-edition
Ratchet and Clank Ultimate Edition,PC;Xbox,3,No,2001,Battle Royale;Shooter,No,https://example.com/games/ratchet-and-clank-ultimate-edition
Hold Your Own Omega Edition 4,PC;PS4;Xbox;Switch,6,Yes,2018,MOBA;Strategy,No,https://example.com/games/hold-your-own-omega-edition-4
Apex Legends Special Edition,Xbox,4,Yes,2006,Sandbox,No,https://example.com/games/apex-legends-special-edition
Offworld Trading Company 5,PC;PS4;Xbox;Switch,4,No,2016,Casual;Party,No,https://example.com/games/offworld-trading-company-5
Phoenix Point Beta Edition,PC,8,No,2021,RPG;Action,No,https://example.com/games/phoenix-point-beta-edition
Accelate Physical Edition,PC;Xbox,,No,2019,Party;Action,No,https://example.com/games/accelate-physical-edition
Starsector Omega Edition 5,PS5;Xbox,6,Yes,2017,Battle Royale;Shooter,No,https://example.com/games/starsector-omega-edition-5
Lords Mobile Deluxe Edition,PC;Switch,4,No,2011,Party;Action,No,https://example.com/games/lords-mobile-deluxe-edition
Torchlight Remastered,PC,,Yes,2018,4X;Strategy,No,https://example.com/games/torchlight-remastered
Limbo Special Edition,Xbox,4,No,2016,Shooter;RPG,No,https://example.com/games/limbo-special-edition
Farmville Deluxe Edition,PC;PS4;Xbox,,No,2025,Shooter;RPG,No,https://example.com/games/farmville-deluxe-edition
Phoenix Point Ultimate Edition,PC;Switch,,No,2001,Simulation;Sandbox,No,https://example.com/games/phoenix-point-ultimate-edition
The Dark Pictures Alpha Edition,PC;Xbox,,No,2022,Tactical;Shooter,No,https://example.com/games/the-dark-pictures-alpha-edition
Elite Dangerous Special Edition,PC;Xbox,4,No,2017,Simulation;Sandbox,No,https://example.com/games/elite-dangerous-special-edition
Supreme Commander Beta Edition,PC;PS5;Xbox;Switch,8,No,2012,Puzzle;Adventure,No,https://example.com/games/supreme-commander-beta-edition
Deliver Us Mars Enhanced Edition,PC;PS5;Xbox,4,Yes,2016,Strategy;RTS,Yes,https://example.com/games/deliver-us-mars-enhanced-edition
Rust Digital Edition,Xbox,8,Yes,2002,Simulation;Sandbox,Yes,https://example.com/games/rust-digital-edition
Tales of Vesperia First Edition,PC;PS5;Xbox,,No,2021,Party;Action,No,https://example.com/games/tales-of-vesperia-first-edition
Asphalt Game of the Year Edition,Xbox,Many,No,2006,Simulation;Sandbox,No,https://example.com/games/asphalt-game-of-the-year-edition
Hearthstone Deluxe Edition,PC;PS5,,Yes,2010,Survival;Sandbox,No,https://example.com/games/hearthstone-deluxe-edition
Nioh Special Edition,PC;Switch,,No,2001,Racing,No,https://example.com/games/nioh-special-edition
Left 4 Dead First Edition,PC;PS4;Xbox;Switch,,No,2013,Shooter;Action,No,https://example.com/games/left-4-dead-first-edition
Guardians of the Galaxy Telltale Limited Edition,PC;PS5;Xbox,4,No,2023,Survival;Horror,No,https://example.com/games/guardians-of-the-galaxy-telltale-limited-edition
Call of Duty Remastered,PC;PS5;Xbox;Switch,3,No,2016,Grand Strategy;Strategy,Yes,https://example.com/games/call-of-duty-remastered
Halo Collector's Edition,Xbox,3,Yes,2014,MOBA;Strategy,No,https://example.com/games/halo-collector-s-edition
Majin Tensei Omega Edition 3,PC;Switch,Many,Yes,2007,Battle Royale;Shooter,No,https://example.com/games/majin-tensei-omega-edition-3
Sins of a Solar Empire Limited Edition,PC,,Yes,2005,Survival;Horror,Yes,https://example.com/games/sins-of-a-solar-empire-limited-edition
Tiny Tina Digital Edition,Xbox,,No,2001,Tactical;Shooter,No,https://example.com/games/tiny-tina-digital-edition
Shield Hero Omega Edition 4,PC,,No,2018,Survival;Sandbox,No,https://example.com/games/shield-hero-omega-edition-4
Guild Wars Enhanced Edition,PC;PS5,4,Yes,2014,Racing,No,https://example.com/games/guild-wars-enhanced-edition
Enemy Territory Premium Edition,PC;PS4;Xbox,,No,2012,Grand Strategy;Strategy,No,https://example.com/games/enemy-territory-premium-edition
7 Days to Die First Edition,Xbox,,Yes,2006,Action;Platformer,No,https://example.com/games/7-days-to-die-first-edition
Tales of Arise Omega Edition 5,PC;PS5;Xbox,4,No,2001,Strategy;Turn-Based,No,https://example.com/games/tales-of-arise-omega-edition-5
Palworld Standard Edition,PC,,No,2014,RPG;Action,No,https://example.com/games/palworld-standard-edition
Tomb Raider 4,PC;PS5;Xbox;Switch,3,Yes,2000,Racing,No,https://example.com/games/tomb-raider-4
Dragon Ball Z Dokkan 3,PC;PS5,2,No,2015,Racing,No,https://example.com/games/dragon-ball-z-dokkan-3
The Elder Scrolls Complete Edition,PC;PS5;Xbox;Switch,,No,2024,Puzzle;Adventure,No,https://example.com/games/the-elder-scrolls-complete-edition
Army of Two,PC;Switch,,No,2015,Puzzle;Adventure,No,https://example.com/games/army-of-two
Batman Telltale Digital Edition,PC;PS4;Xbox;Switch,4,Yes,2014,Action;Adventure,No,https://example.com/games/batman-telltale-digital-edition
Just Cause Omega Edition,PC;PS4;Xbox,,No,2003,Puzzle;Adventure,Yes,https://example.com/games/just-cause-omega-edition
Halo 4,PC;PS5;Xbox,8,Yes,2022,4X;Strategy,No,https://example.com/games/halo-4
Rust Omega Edition 4,PC;Switch,,No,2022,Strategy;Turn-Based,No,https://example.com/games/rust-omega-edition-4
Rise of Kingdoms First Edition,PC;PS4;Xbox,8,No,2012,4X;Strategy,No,https://example.com/games/rise-of-kingdoms-first-edition
Cities Collector's Edition,PC,4,No,2015,Survival;Sandbox,No,https://example.com/games/cities-collector-s-edition
Forza 2,PC;PS5;Xbox;Switch,Many,No,2004,Strategy;RTS,No,https://example.com/games/forza-2
Zone of the Enders First Edition,PC,,No,2007,Survival;Horror,No,https://example.com/games/zone-of-the-enders-first-edition
The Wolf Among Us Anniversary Edition,PC;PS4;Xbox,2,No,2017,Strategy;RTS,No,https://example.com/games/the-wolf-among-us-anniversary-edition
Hexen 5,PC;PS4;Xbox;Switch,6,No,2014,Shooter;Action,No,https://example.com/games/hexen-5
Offworld Trading Company Legendary Edition,PC;Xbox,4,No,2026,Survival;Sandbox,No,https://example.com/games/offworld-trading-company-legendary-edition
Gundam Seed Battle Assault 8 Special Edition,PC,,No,2019,Action;Platformer,No,https://example.com/games/gundam-seed-battle-assault-8-special-edition
Shapez Anniversary Edition,PC;PS5,,No,2003,Sandbox,No,https://example.com/games/shapez-anniversary-edition
Ronduine 5,PC;PS4;Xbox,3,Yes,2019,Puzzle;Adventure,No,https://example.com/games/ronduine-5
Gundam ZZ Battle Assault Premium Edition,PC;PS5,,No,2008,Action;Adventure,No,https://example.com/games/gundam-zz-battle-assault-premium-edition
Fire Force Complete Edition,PC;Xbox,8,No,2001,Casual;Party,No,https://example.com/games/fire-force-complete-edition
Sky Children of the Light Standard Edition,PC;PS4;Xbox;Switch,6,No,2000,Survival;Horror,No,https://example.com/games/sky-children-of-the-light-standard-edition
Act of War Omega Edition 3,PC;PS5,4,No,2016,Simulation;Sandbox,No,https://example.com/games/act-of-war-omega-edition-3
Dragon Ball Legends Premium Edition,PC;PS5;Xbox;Switch,2,Yes,2001,Puzzle;Adventure,No,https://example.com/games/dragon-ball-legends-premium-edition
Batman Telltale 4,PC;PS4;Xbox;Switch,,No,2023,Racing,No,https://example.com/games/batman-telltale-4
Green Hell Digital Edition,PC;PS4;Xbox,Many,No,2012,Puzzle;Adventure,Yes,https://example.com/games/green-hell-digital-edition
Aven Colony Physical Edition,PC,3,Yes,2011,Shooter;Action,No,https://example.com/games/aven-colony-physical-edition
Rogue Legacy Premium Edition,PC;PS4;Xbox;Switch,,Yes,2022,Shooter;RPG,No,https://example.com/games/rogue-legacy-premium-edition
Insurgency Co-op Remastered,PC;Xbox,8,No,2015,Strategy;RTS,No,https://example.com/games/insurgency-co-op-remastered
SimCity First Edition,PC,,Yes,2023,Action;Platformer,No,https://example.com/games/simcity-first-edition
Sudden Strike Legendary Edition,PC;PS5,,No,2012,4X;Strategy,No,https://example.com/games/sudden-strike-legendary-edition
Subnautica Alpha Edition,PC;PS5,3,No,2004,Party;Action,Yes,https://example.com/games/subnautica-alpha-edition
Surviosis Collector's Edition,PC;PS4;Xbox;Switch,8,Yes,2011,Party;Action,No,https://example.com/games/surviosis-collector-s-edition
Surviosis 5,PC;PS5;Xbox;Switch,Many,No,2016,Racing,No,https://example.com/games/surviosis-5
System Shock Ultimate Edition,Xbox,,No,2006,Tactical;Shooter,Yes,https://example.com/games/system-shock-ultimate-edition
FIFA Anniversary Edition,PC;Switch,3,No,2005,MOBA;Strategy,No,https://example.com/games/fifa-anniversary-edition
Galactic Civilizations Definitive Edition,Xbox,3,No,2008,Puzzle;Adventure,No,https://example.com/games/galactic-civilizations-definitive-edition
Pokemon Unite Omega Edition 5,Xbox,6,No,2005,Action;Adventure,No,https://example.com/games/pokemon-unite-omega-edition-5
Platinum Games Remake,PC;PS5;Xbox;Switch,,No,2013,Simulation;Sandbox,No,https://example.com/games/platinum-games-remake
Gundam Seed Battle Operation Omega Edition,PC;PS5,8,No,2008,Survival;Sandbox,No,https://example.com/games/gundam-seed-battle-operation-omega-edition
Mafia Enhanced Edition,PC,8,No,2017,Sandbox,Yes,https://example.com/games/mafia-enhanced-edition
Attack on Titan Legendary Edition,PS5;Xbox,4,No,2015,Action;Adventure,Yes,https://example.com/games/attack-on-titan-legendary-edition
Curse of the Dead Gods Omega Edition,Xbox,8,No,2004,Simulation,No,https://example.com/games/curse-of-the-dead-gods-omega-edition
Colin McRae Omega Edition,PC,6,Yes,2000,Battle Royale;Shooter,No,https://example.com/games/colin-mcrae-omega-edition
Hell Let Loose Collector's Edition,PC;PS5;Xbox;Switch,,No,2016,Battle Royale;Shooter,No,https://example.com/games/hell-let-loose-collector-s-edition
Dynasty Warriors,PC;PS5,3,No,2004,Action;Adventure,No,https://example.com/games/dynasty-warriors
Bulletstorm Physical Edition,PC;PS5,2,No,2010,Simulation,No,https://example.com/games/bulletstorm-physical-edition
Sable Final Edition,PC;Switch,,Yes,2017,Shooter;Action,No,https://example.com/games/sable-final-edition
Total War Arena Complete Edition,PC;PS5;Xbox;Switch,,Yes,2012,Simulation;Sandbox,Yes,https://example.com/games/total-war-arena-complete-edition
Sword Art Online 3,Xbox,,Yes,2025,Grand Strategy;Strategy,Yes,https://example.com/games/sword-art-online-3
Hollow Knight 3,PC;PS5,Many,Yes,2001,Survival;Sandbox,No,https://example.com/games/hollow-knight-3
Zenless Zone Zero Collector's Edition,PS5;Xbox,6,No,2022,Tactical;Shooter,No,https://example.com/games/zenless-zone-zero-collector-s-edition
Gundam Battle Chronicle Last Edition,PC;PS4;Xbox,,Yes,2001,Sports,No,https://example.com/games/gundam-battle-chronicle-last-edition
Binary Domain Ultimate Edition,PC;PS5;Xbox,2,No,2016,Strategy;RTS,No,https://example.com/games/binary-domain-ultimate-edition
Reckless Racing Standard Edition,PS5;Xbox,6,No,2012,RPG;Action,No,https://example.com/games/reckless-racing-standard-edition
GTA Limited Edition,PC;PS4;Xbox;Switch,3,No,2018,Survival;Sandbox,No,https://example.com/games/gta-limited-edition
Team Fortress Ultimate Edition,PC;Switch,4,No,2003,Sports,No,https://example.com/games/team-fortress-ultimate-edition
Rise of Kingdoms Special Edition,PC;PS4;Xbox;Switch,3,No,2015,Survival;Horror,No,https://example.com/games/rise-of-kingdoms-special-edition
Friday the 13th 4,PC;PS5;Xbox;Switch,6,Yes,2004,Grand Strategy;Strategy,Yes,https://example.com/games/friday-the-13th-4
Dead Cells Deluxe Edition,PC;PS4;Xbox,,No,2012,Strategy;RTS,Yes,https://example.com/games/dead-cells-deluxe-edition
Hexen Legendary Edition,PC;PS4;Xbox;Switch,4,Yes,2004,Survival;Sandbox,No,https://example.com/games/hexen-legendary-edition
Colin McRae Omega Edition 2,PC;PS5;Xbox,4,No,2024,Battle Royale;Shooter,No,https://example.com/games/colin-mcrae-omega-edition-2
Mortal Online Collector's Edition,Xbox,,Yes,2006,Simulation,No,https://example.com/games/mortal-online-collector-s-edition
Dorfromantik Omega Edition 4,PC;Xbox,,Yes,2023,Racing,No,https://example.com/games/dorfromantik-omega-edition-4
Homeworld Ultimate Edition,PC;PS5,4,No,2009,Tactical;Shooter,No,https://example.com/games/homeworld-ultimate-edition
Dragon Ball Z Dokkan Omega Edition 4,PC;Switch,3,No,2020,Grand Strategy;Strategy,Yes,https://example.com/games/dragon-ball-z-dokkan-omega-edition-4
Anarchy Reigns Omega Edition,PC;PS4;Xbox,3,No,2021,Sports,Yes,https://example.com/games/anarchy-reigns-omega-edition
Act of War Beta Edition,PC;Switch,6,No,2018,4X;Strategy,No,https://example.com/games/act-of-war-beta-edition
Pathfinder Final Edition,PC;PS5;Xbox,,Yes,2012,4X;Strategy,No,https://example.com/games/pathfinder-final-edition
Dragon's Crown Standard Edition,PS5;Xbox,8,No,2001,Casual;Party,No,https://example.com/games/dragon-s-crown-standard-edition
Scarlet Nexus Anniversary Edition,PS5;Xbox,2,No,2024,Puzzle;Adventure,No,https://example.com/games/scarlet-nexus-anniversary-edition
Panel de Pon First Edition,Xbox,,No,2006,Survival;Sandbox,No,https://example.com/games/panel-de-pon-first-edition
Her Story Omega Edition 3,PC,4,Yes,2002,Puzzle;Adventure,No,https://example.com/games/her-story-omega-edition-3
Mobile Legends Standard Edition,PS5;Xbox,,Yes,2026,RPG;Action,No,https://example.com/games/mobile-legends-standard-edition
The Elder Scrolls Remake,PC;Xbox,,No,2015,Sports,Yes,https://example.com/games/the-elder-scrolls-remake
Astral Chain 3,Xbox,6,No,2000,4X;Strategy,No,https://example.com/games/astral-chain-3
Age of Empires Remake,PC;PS5;Xbox,4,Yes,2013,Racing,No,https://example.com/games/age-of-empires-remake
Hades 5,PC;PS5;Xbox;Switch,,No,2022,Survival;Horror,No,https://example.com/games/hades-5
Gundam ZZ Anniversary Edition,PC;PS5,,Yes,2007,Shooter;Action,Yes,https://example.com/games/gundam-zz-anniversary-edition
Unturned Special Edition,Xbox,4,No,2001,Battle Royale;Shooter,No,https://example.com/games/unturned-special-edition
Gundam Battle 3,PS5;Xbox,8,Yes,2004,Simulation;Sandbox,No,https://example.com/games/gundam-battle-3
Kerbal Space Program Omega Edition 4,PC;PS5;Xbox;Switch,,Yes,2015,Action;Platformer,No,https://example.com/games/kerbal-space-program-omega-edition-4
Shapez Special Edition,PC;Switch,8,No,2022,Shooter;RPG,No,https://example.com/games/shapez-special-edition
Surviving Mars Complete Edition,PC;PS5;Xbox,,Yes,2011,Action;Adventure,No,https://example.com/games/surviving-mars-complete-edition
Left 4 Dead Ultimate Edition,PC;PS4;Xbox,4,Yes,2026,4X;Strategy,No,https://example.com/games/left-4-dead-ultimate-edition
SD Gundam Definitive Edition,PC;PS4;Xbox,,Yes,2009,Casual;Party,No,https://example.com/games/sd-gundam-definitive-edition
Skul Limited Edition,PC;PS5;Xbox,4,No,2014,Survival;Horror,No,https://example.com/games/skul-limited-edition
Ronduine Physical Edition,Xbox,,Yes,2025,MOBA;Strategy,No,https://example.com/games/ronduine-physical-edition
Until Dawn Omega Edition,PC;PS4;Xbox,8,Yes,2009,Simulation;Sandbox,No,https://example.com/games/until-dawn-omega-edition
Pathfinder Complete Edition,PC;PS4;Xbox,4,No,2008,Battle Royale;Shooter,No,https://example.com/games/pathfinder-complete-edition
Next Car Game Limited Edition,PC;PS5;Xbox,Many,No,2024,Sports,No,https://example.com/games/next-car-game-limited-edition
Muramasa Omega Edition,PS5;Xbox,8,No,2014,Strategy;RTS,No,https://example.com/games/muramasa-omega-edition
Bleach Last Edition,PC;Xbox,,No,2017,Action;Platformer,No,https://example.com/games/bleach-last-edition
Surviosis Anniversary Edition,PC;PS4;Xbox,,Yes,2025,Survival;Horror,No,https://example.com/games/surviosis-anniversary-edition
Team Fortress Omega Edition,PC;PS5;Xbox;Switch,,No,2026,Strategy;RTS,No,https://example.com/games/team-fortress-omega-edition
Endzone First Edition,PC;PS5;Xbox,,Yes,2024,Strategy;Turn-Based,No,https://example.com/games/endzone-first-edition
Outriders 2,PC;PS5;Xbox;Switch,,Yes,2015,4X;Strategy,No,https://example.com/games/outriders-2
Alien Isolation 5,PC,8,Yes,2003,Strategy;RTS,No,https://example.com/games/alien-isolation-5
Captain of Industry,Xbox,4,Yes,2004,Casual;Party,No,https://example.com/games/captain-of-industry
Sable Legendary Edition,PC;PS5,4,Yes,2016,Survival;Horror,No,https://example.com/games/sable-legendary-edition
Sky Children of the Light,PC;Switch,4,No,2008,Simulation;Sandbox,No,https://example.com/games/sky-children-of-the-light
Left 4 Dead Standard Edition,PS5;Xbox,6,No,2000,Action;Platformer,No,https://example.com/games/left-4-dead-standard-edition
Ashes of the Singularity Physical Edition,Xbox,,Yes,2000,Strategy;Turn-Based,Yes,https://example.com/games/ashes-of-the-singularity-physical-edition
Warcraft Digital Edition,PC;PS4;Xbox;Switch,4,No,2017,Racing,No,https://example.com/games/warcraft-digital-edition
Subnautica Omega Edition 2,PS5;Xbox,2,No,2001,Casual;Party,Yes,https://example.com/games/subnautica-omega-edition-2
Warhammer 40K Inquisitor Beta Edition,PC;Xbox,3,No,2019,Simulation,No,https://example.com/games/warhammer-40k-inquisitor-beta-edition
Planet Coaster Remake,Xbox,6,No,2011,Racing,No,https://example.com/games/planet-coaster-remake
Rocket League Remake,PC;PS5;Xbox,,No,2002,Party;Action,No,https://example.com/games/rocket-league-remake
Gundam Seed Battle Chronicle Ultimate Edition,PC;PS5;Xbox,4,Yes,2012,Strategy;Turn-Based,No,https://example.com/games/gundam-seed-battle-chronicle-ultimate-edition
Sol Cresta,PC;PS5,Many,No,2004,Casual;Party,Yes,https://example.com/games/sol-cresta
Sunset Overdrive Digital Edition,PC;PS5;Xbox,2,No,2010,MOBA;Strategy,No,https://example.com/games/sunset-overdrive-digital-edition
Devil May Cry Remastered,PS5;Xbox,,Yes,2005,Shooter;RPG,No,https://example.com/games/devil-may-cry-remastered
Ashes of the Singularity Definitive Edition,PC;Xbox,4,Yes,2007,RPG;Action,No,https://example.com/games/ashes-of-the-singularity-definitive-edition
Tokyo Mirage Sessions Omega Edition 5,PC,4,No,2012,Tactical;Shooter,No,https://example.com/games/tokyo-mirage-sessions-omega-edition-5
Dead by Daylight Complete Edition,PC;PS4;Xbox,,Yes,2006,Racing,No,https://example.com/games/dead-by-daylight-complete-edition
Dragon Ball Legends Digital Edition,PC;Switch,,No,2008,Survival;Horror,Yes,https://example.com/games/dragon-ball-legends-digital-edition
Poker Night 4,PC;PS4;Xbox;Switch,4,No,2014,Shooter;Action,Yes,https://example.com/games/poker-night-4
Flower,PC;PS4;Xbox,,No,2022,Strategy;Turn-Based,No,https://example.com/games/flower
Flatout 2,PC;PS5,3,No,2002,Simulation,No,https://example.com/games/flatout-2
Battlefield Alpha Edition,PC;PS5;Xbox;Switch,Many,No,2023,Battle Royale;Shooter,Yes,https://example.com/games/battlefield-alpha-edition
Forza Horizon Anniversary Edition,PC;PS5;Xbox;Switch,4,No,2012,Sandbox,No,https://example.com/games/forza-horizon-anniversary-edition
Gundam Seed Battle Assault 8 Legendary Edition,PC;Switch,4,No,2003,Battle Royale;Shooter,Yes,https://example.com/games/gundam-seed-battle-assault-8-legendary-edition
Binding of Isaac Beta Edition,PC;PS5;Xbox,4,No,2006,Survival;Sandbox,No,https://example.com/games/binding-of-isaac-beta-edition
Sly Cooper Omega Edition 5,PC;PS5;Xbox;Switch,,No,2026,Shooter;Action,No,https://example.com/games/sly-cooper-omega-edition-5
Stranded Deep Legendary Edition,PC,6,No,2007,Strategy;RTS,No,https://example.com/games/stranded-deep-legendary-edition
Pioneer Beta Edition,PC,2,No,2002,Sports,No,https://example.com/games/pioneer-beta-edition
Danganronpa Deluxe Edition,PC;PS5;Xbox;Switch,Many,No,2002,Survival;Horror,No,https://example.com/games/danganronpa-deluxe-edition
Titan Quest Omega Edition 4,PC;PS5,4,No,2023,MOBA;Strategy,No,https://example.com/games/titan-quest-omega-edition-4
Township Omega Edition 5,PC;PS5,4,No,2005,Action;Adventure,No,https://example.com/games/township-omega-edition-5
Planet Zoo Definitive Edition,PC;PS5,6,No,2012,Battle Royale;Shooter,Yes,https://example.com/games/planet-zoo-definitive-edition
Unturned Premium Edition,PC;PS4;Xbox,3,Yes,2007,Survival;Horror,No,https://example.com/games/unturned-premium-edition
Smite Remake,Xbox,8,No,2009,Grand Strategy;Strategy,Yes,https://example.com/games/smite-remake
Subnautica Standard Edition,PC;PS5,4,No,2000,Shooter;RPG,No,https://example.com/games/subnautica-standard-edition
Gundam Seed Battle Assault 8,PS5;Xbox,,No,2004,Racing,No,https://example.com/games/gundam-seed-battle-assault-8
Risk of Rain 2 Last Edition,Xbox,4,Yes,2010,Shooter;RPG,Yes,https://example.com/games/risk-of-rain-2-last-edition
Escape Dead Island Alpha Edition,PC;Xbox,4,No,2019,Strategy;RTS,No,https://example.com/games/escape-dead-island-alpha-edition
Insurgency Co-op Collector's Edition,PC;PS5;Xbox,,No,2004,Strategy;Turn-Based,No,https://example.com/games/insurgency-co-op-collector-s-edition
Deliver Us Moon Anniversary Edition,PS5;Xbox,4,Yes,2005,Sports,Yes,https://example.com/games/deliver-us-moon-anniversary-edition
Wonderful 101 Ultimate Edition,PC;Switch,Many,No,2026,Survival;Horror,No,https://example.com/games/wonderful-101-ultimate-edition
That Time I Got Reincarnated 3,PC,Many,Yes,2016,Simulation;Sandbox,No,https://example.com/games/that-time-i-got-reincarnated-3
SimCity BuildIt 4,PC;Switch,6,Yes,2017,Strategy;Turn-Based,Yes,https://example.com/games/simcity-buildit-4
Tell Me Why Final Edition,PC;PS5;Xbox;Switch,,Yes,2000,RPG;Action,No,https://example.com/games/tell-me-why-final-edition
Grey Goo Definitive Edition,PC;PS4;Xbox;Switch,2,No,2021,Action;Adventure,No,https://example.com/games/grey-goo-definitive-edition
Steins Gate Deluxe Edition,Xbox,2,No,2010,Shooter;RPG,No,https://example.com/games/steins-gate-deluxe-edition
End of Nations Limited Edition,PC;PS4;Xbox,3,No,2007,Racing,No,https://example.com/games/end-of-nations-limited-edition
Frontlines Beta Edition,PC;Xbox,,Yes,2012,Action;Adventure,No,https://example.com/games/frontlines-beta-edition
Hearthstone First Edition,PC;PS4;Xbox,,Yes,2013,Sandbox,No,https://example.com/games/hearthstone-first-edition
Warhammer Fantasy Remake,PC;PS4;Xbox,Many,Yes,2019,Sports,No,https://example.com/games/warhammer-fantasy-remake
Gears Tactics Last Edition,PC;PS4;Xbox;Switch,3,Yes,2008,Shooter;RPG,Yes,https://example.com/games/gears-tactics-last-edition
Quake Physical Edition,PC,,No,2005,Action;Platformer,No,https://example.com/games/quake-physical-edition
Shadowrun Complete Edition,PC;PS4;Xbox;Switch,4,Yes,2009,MOBA;Strategy,No,https://example.com/games/shadowrun-complete-edition
Griftlands 4,PC;Xbox,Many,Yes,2009,Battle Royale;Shooter,No,https://example.com/games/griftlands-4
Chain Chronicle Omega Edition 4,PC;PS5;Xbox;Switch,Many,Yes,2017,Shooter;Action,No,https://example.com/games/chain-chronicle-omega-edition-4
Destruction Derby Digital Edition,PC;PS4;Xbox;Switch,,No,2015,Tactical;Shooter,No,https://example.com/games/destruction-derby-digital-edition
Metroid 2,PS5;Xbox,3,No,2017,Simulation;Sandbox,No,https://example.com/games/metroid-2
Dying Light Last Edition,PC;PS4;Xbox;Switch,,No,2017,Strategy;Turn-Based,No,https://example.com/games/dying-light-last-edition
Cuphead Digital Edition,PC;PS4;Xbox;Switch,4,Yes,2015,Grand Strategy;Strategy,No,https://example.com/games/cuphead-digital-edition
Total War 2,Xbox,,Yes,2009,Casual;Party,No,https://example.com/games/total-war-2
Payday Deluxe Edition,PC;PS5;Xbox,4,No,2019,Strategy;RTS,No,https://example.com/games/payday-deluxe-edition
Gwent Legendary Edition,PC;PS5;Xbox,,Yes,2015,Party;Action,No,https://example.com/games/gwent-legendary-edition
Project Zomboid Remastered,PC;PS5;Xbox,4,No,2019,Party;Action,No,https://example.com/games/project-zomboid-remastered
Planetary Annihilation Definitive Edition,PC;PS5;Xbox,,Yes,2002,Action;Platformer,No,https://example.com/games/planetary-annihilation-definitive-edition
Bleach Special Edition,PC;PS4;Xbox,8,No,2020,Action;Platformer,No,https://example.com/games/bleach-special-edition
Wonderful 101 Omega Edition,PC;PS4;Xbox,3,No,2015,Party;Action,No,https://example.com/games/wonderful-101-omega-edition
Inscryption 2,PC;Xbox,3,No,2003,Casual;Party,No,https://example.com/games/inscryption-2
Anno Collector's Edition,PC;PS5;Xbox;Switch,,No,2026,Shooter;Action,No,https://example.com/games/anno-collector-s-edition
StarCraft Alpha Edition,PS5;Xbox,,Yes,2000,Battle Royale;Shooter,No,https://example.com/games/starcraft-alpha-edition
Tales of Xillia Anniversary Edition,PC;Switch,,No,2020,Battle Royale;Shooter,No,https://example.com/games/tales-of-xillia-anniversary-edition
Attack on Titan Remastered,PC;PS4;Xbox,3,No,2009,Casual;Party,No,https://example.com/games/attack-on-titan-remastered
No Game No Life Limited Edition,PC;Switch,,Yes,2015,Strategy;Turn-Based,Yes,https://example.com/games/no-game-no-life-limited-edition
Genshin Impact Digital Edition,PC;Xbox,4,Yes,2010,Simulation;Sandbox,No,https://example.com/games/genshin-impact-digital-edition
No Game No Life Complete Edition,PS5;Xbox,2,No,2009,Racing,No,https://example.com/games/no-game-no-life-complete-edition
H1Z1 Collector's Edition,PC;PS5;Xbox,4,No,2001,Sandbox,No,https://example.com/games/h1z1-collector-s-edition
Naruto Omega Edition,PS5;Xbox,,Yes,2021,Strategy;RTS,No,https://example.com/games/naruto-omega-edition
Radical Dreamers Anniversary Edition,PS5;Xbox,6,No,2014,Strategy;Turn-Based,No,https://example.com/games/radical-dreamers-anniversary-edition
Front Mission 3 Standard Edition,PC;PS4;Xbox,,No,2006,Simulation,No,https://example.com/games/front-mission-3-standard-edition
Hexen Complete Edition,Xbox,6,No,2009,4X;Strategy,Yes,https://example.com/games/hexen-complete-edition
Aven Colony 3,PC;PS4;Xbox;Switch,Many,No,2012,Grand Strategy;Strategy,No,https://example.com/games/aven-colony-3
